# Program:featureCounts v2.0.6; Command:"featureCounts" "-a" "/home/gsdeol/dev/mouse-analysis/data/reference/mm9/genes.gtf" "-o" "/home/gsdeol/dev/mouse-analysis/results/counts/featureCounts_raw.txt" "-F" "GTF" "-t" "exon" "-g" "gene_id" "-s" "2" "-T" "8" "/home/gsdeol/dev/mouse-analysis/results/align/H23-142_Aligned.sortedByCoord.out.bam" "/home/gsdeol/dev/mouse-analysis/results/align/H23-143_Aligned.sortedByCoord.out.bam" "/home/gsdeol/dev/mouse-analysis/results/align/H23-144_Aligned.sortedByCoord.out.bam" "/home/gsdeol/dev/mouse-analysis/results/align/H23-145_Aligned.sortedByCoord.out.bam" "/home/gsdeol/dev/mouse-analysis/results/align/H23-146_Aligned.sortedByCoord.out.bam" "/home/gsdeol/dev/mouse-analysis/results/align/H23-147_Aligned.sortedByCoord.out.bam" "/home/gsdeol/dev/mouse-analysis/results/align/H23-148_Aligned.sortedByCoord.out.bam" "/home/gsdeol/dev/mouse-analysis/results/align/H23-149_Aligned.sortedByCoord.out.bam" "/home/gsdeol/dev/mouse-analysis/results/align/H23-150_Aligned.sortedByCoord.out.bam" "/home/gsdeol/dev/mouse-analysis/results/align/H23-151_Aligned.sortedByCoord.out.bam" "/home/gsdeol/dev/mouse-analysis/results/align/H23-152_Aligned.sortedByCoord.out.bam" "/home/gsdeol/dev/mouse-analysis/results/align/H23-153_Aligned.sortedByCoord.out.bam" 
Geneid	Chr	Start	End	Strand	Length	/home/gsdeol/dev/mouse-analysis/results/align/H23-142_Aligned.sortedByCoord.out.bam	/home/gsdeol/dev/mouse-analysis/results/align/H23-143_Aligned.sortedByCoord.out.bam	/home/gsdeol/dev/mouse-analysis/results/align/H23-144_Aligned.sortedByCoord.out.bam	/home/gsdeol/dev/mouse-analysis/results/align/H23-145_Aligned.sortedByCoord.out.bam	/home/gsdeol/dev/mouse-analysis/results/align/H23-146_Aligned.sortedByCoord.out.bam	/home/gsdeol/dev/mouse-analysis/results/align/H23-147_Aligned.sortedByCoord.out.bam	/home/gsdeol/dev/mouse-analysis/results/align/H23-148_Aligned.sortedByCoord.out.bam	/home/gsdeol/dev/mouse-analysis/results/align/H23-149_Aligned.sortedByCoord.out.bam	/home/gsdeol/dev/mouse-analysis/results/align/H23-150_Aligned.sortedByCoord.out.bam	/home/gsdeol/dev/mouse-analysis/results/align/H23-151_Aligned.sortedByCoord.out.bam	/home/gsdeol/dev/mouse-analysis/results/align/H23-152_Aligned.sortedByCoord.out.bam	/home/gsdeol/dev/mouse-analysis/results/align/H23-153_Aligned.sortedByCoord.out.bam
ENSMUSG00000054889	13;13;13;13;13;13;13;13;13;13;13;13;13;13;13;13;13;13;13;13;13;13;13;13;13;13;13;13;13;13;13;13;13;13;13;13;13;13;13;13;13;13;13;13;13;13;13;13;13;13;13;13	38243197;38243217;38256633;38256633;38259385;38259385;38260475;38260475;38264648;38264648;38265687;38265687;38266937;38266937;38268265;38268265;38269056;38269056;38270236;38270303;38270303;38270917;38270917;38270917;38272967;38272967;38272967;38274071;38274071;38274071;38274984;38274984;38275815;38275815;38276965;38276965;38277442;38277442;38278464;38278464;38279610;38279610;38280319;38280319;38281415;38281415;38282264;38282264;38283230;38283230;38286565;38286565	38243663;38243663;38256735;38256735;38259533;38259533;38260649;38260649;38264776;38264776;38265737;38265737;38267098;38267098;38268369;38268369;38269151;38269151;38270428;38270428;38270428;38271069;38271069;38271069;38273121;38273121;38273121;38274103;38274197;38274197;38275185;38275185;38276041;38276041;38277131;38277131;38277580;38277580;38278657;38278657;38279772;38279772;38280402;38280402;38281522;38281522;38282362;38282362;38285524;38283727;38290446;38290446	+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+	9625	1799	1737	2222	2556	1672	1983	1707	2017	1832	1619	2192	4873
ENSMUSG00000063303	13	38243302	38243661	-	360	0	0	0	0	0	0	0	0	0	1	0	0
ENSMUSG00000021431	13;13;13;13;13;13;13;13;13	38296808;38301746;38302076;38302936;38308194;38309243;38312557;38313104;38318743	38296997;38301859;38302136;38303010;38308382;38309364;38312645;38313262;38319532	+;+;+;+;+;+;+;+;+	1789	476	449	510	426	498	425	460	397	447	457	501	490
ENSMUSG00000039004	13;13;13;13;13;13;13;13;13;13;13;13;13;13;13	38436995;38437585;38437914;38561483;38561483;38576760;38576760;38577608;38577608;38589164;38589164;38590586;38590586;38590788;38590788	38437677;38438456;38438456;38561675;38561675;38576908;38576908;38577805;38577805;38589240;38589240;38590696;38590696;38592183;38591597	+;+;+;+;+;+;+;+;+;+;+;+;+;+;+	3586	2633	2790	3531	3513	2458	2733	2909	2390	2884	2464	2879	3001
ENSMUSG00000038991	13;13;13;13;13;13;13;13;13;13;13;13;13;13;13;13;13;13;13;13;13;13;13;13;13;13;13;13;13;13;13;13;13;13;13;13;13;13;13;13;13;13;13	38591948;38592142;38592142;38592142;38592146;38595300;38595300;38595300;38595300;38595300;38596593;38596593;38596593;38596593;38596593;38598818;38598818;38598818;38598818;38599763;38599763;38599763;38599763;38601996;38601996;38601996;38601996;38604937;38604937;38604937;38604937;38610852;38610852;38610852;38610852;38615198;38615198;38615198;38615198;38619544;38620057;38620057;38620421	38593577;38593577;38593577;38593577;38593577;38595429;38595429;38595429;38595429;38595429;38597811;38596675;38596675;38596675;38596675;38598958;38598958;38598958;38598958;38599849;38599849;38599849;38599849;38602111;38602111;38602111;38602111;38605033;38605033;38605033;38605033;38610957;38610957;38610957;38610957;38615347;38615347;38615347;38615347;38619783;38620359;38620339;38620693	-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-	4492	4701	4511	4336	4748	4975	4337	4674	4117	4793	4229	5021	4002
ENSMUSG00000038982	13;13;13;13;13;13;13;13;13;13;13;13;13;13;13	38684723;38694578;38703785;38704512;38704512;38704512;38710959;38710959;38710959;38722862;38722862;38722862;38726805;38726805;38726805	38685301;38695897;38703916;38704570;38704570;38704570;38711088;38711088;38711088;38722944;38722944;38722944;38726978;38726961;38726978	-;-;-;-;-;-;-;-;-;-;-;-;-;-;-	2477	229	256	314	282	240	259	254	201	231	238	265	258
ENSMUSG00000001707	13;13;13;13	38737567;38746865;38747909;38750776	38738179;38746960;38748109;38750897	-;-;-;-	1032	437	390	345	309	468	286	359	288	370	335	326	262
ENSMUSG00000090804	13;13;13	38754733;38755885;38756163	38754745;38755917;38756176	+;+;+	60	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000087909	13	38990229	38990456	-	228	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000021432	13;13;13;13;13;13;13;13;13;13;13;13;13;13;13;13;13;13;13;13;13;13;13;13;13;13;13;13;13;13	39024009;39024009;39024009;39026607;39026607;39026607;39029111;39029111;39029111;39029616;39029616;39029616;39031744;39031744;39031744;39034928;39034928;39034928;39036369;39036369;39036369;39045978;39045978;39045978;39047518;39047518;39047518;39052279;39052301;39052482	39024785;39024785;39024785;39026676;39026676;39026676;39029222;39029222;39029222;39029708;39029708;39029708;39031841;39031841;39031841;39035035;39035035;39035035;39036523;39036523;39036523;39046099;39046099;39046099;39047805;39047805;39047805;39052406;39052406;39052744	-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-	2214	451	455	516	521	465	409	449	403	437	425	446	455
ENSMUSG00000092081	13;13	39037412;39041121	39039580;39043182	-;-	4231	48	30	30	27	51	21	18	42	31	13	36	24
ENSMUSG00000085605	13;13;13	39052488;39056337;39057604	39053091;39056539;39058168	+;+;+	1372	6	4	5	8	6	10	7	11	4	8	9	12
ENSMUSG00000065256	13	39954232	39954396	-	165	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000047094	13;13;13;13;13;13;13;13;13;13;13;13;13;13;13;13;13;13;13;13;13;13;13;13;13;13;13;13;13;13;13;13;13;13;13;13;13	40097251;40097251;40099337;40099337;40110666;40110666;40168018;40168018;40183154;40183154;40189944;40189944;40192379;40192379;40238116;40238116;40243943;40243943;40271655;40271655;40275780;40275780;40301982;40301982;40304106;40304106;40309819;40350807;40350807;40358930;40358930;40375741;40375741;40376216;40376216;40383341;40383341	40097285;40097285;40099476;40099476;40110872;40110872;40168177;40168177;40183317;40183317;40190196;40190196;40192597;40192597;40238240;40238240;40244025;40244025;40271853;40271853;40276043;40276043;40302212;40302212;40304226;40304226;40309895;40350973;40350973;40359016;40359016;40375917;40375917;40376282;40376282;40383380;40383380	-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-	2816	2	1	2	2	0	1	2	1	3	1	1	0
ENSMUSG00000055732	13;13	40799374;40800341	40799400;40803318	+;+	3005	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000021359	13;13;13;13;13;13;13;13;13;13;13;13;13;13;13;13;13;13;13;13	40811044;40811044;40811044;40814561;40814561;40814561;40816638;40816638;40816638;40818460;40818460;40818460;40820498;40820498;40820498;40823711;40823711;40825408;40829039;40829039	40812772;40812772;40812772;40814702;40814702;40814702;40816756;40816756;40816756;40818691;40818691;40818691;40820549;40820549;40820549;40824145;40824145;40825787;40829192;40829192	-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-	3243	9	9	5	9	4	14	11	6	6	7	15	76
ENSMUSG00000087310	13;13;13	40823177;40828780;40829391	40823233;40829149;40830514	+;+;+	1551	0	1	0	1	0	1	2	1	1	1	1	2
ENSMUSG00000090475	13	40873409	40874176	+	768	0	1	0	1	1	1	0	2	1	0	0	1
ENSMUSG00000021360	13;13;13;13;13;13;13;13;13	40955501;40982535;41013003;41048945;41048945;41048945;41053521;41053521;41053521	40956642;40983654;41014170;41049040;41049040;41049040;41056260;41056260;41056260	+;+;+;+;+;+;+;+;+	6266	4218	3959	4232	3462	4323	3022	3583	2543	3956	2850	3357	2634
ENSMUSG00000093269	13	40961160	40961231	+	72	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000086693	13;13;13;13;13	41051783;41053630;41054354;41055297;41096435	41053018;41053728;41054515;41055517;41096520	-;-;-;-;-	1804	14	13	6	13	11	17	13	12	12	11	16	2
ENSMUSG00000038683	13;13;13;13;13;13;13;13;13;13;13;13;13;13;13;13;13;13;13;13;13;13;13;13;13;13;13;13;13;13;13;13;13;13	41096392;41096393;41096607;41096629;41096635;41100106;41100106;41100106;41100106;41103385;41103385;41103385;41103385;41103385;41103580;41103580;41103580;41103580;41104255;41104255;41104255;41104588;41104588;41104817;41104817;41104817;41106552;41106552;41107703;41107703;41107703;41107934;41107934;41107934	41096782;41096782;41096782;41096782;41096782;41100268;41100268;41100268;41100268;41103505;41103505;41103505;41103986;41103505;41103635;41103654;41103654;41103654;41104733;41104307;41104307;41104733;41104733;41104914;41106651;41104914;41106651;41106651;41107826;41107826;41107826;41108388;41108376;41108384	+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+	4049	1346	1387	1264	1250	1366	1078	1125	1021	1242	1127	1215	1141
ENSMUSG00000021361	13;13;13;13;13;13	41111619;41112484;41113075;41113725;41116488;41117475	41111767;41112542;41113151;41113826;41116575;41117944	+;+;+;+;+;+	945	1054	1014	888	965	1072	892	887	876	890	887	951	944
ENSMUSG00000021363	13;13;13;13;13;13;13;13;13;13;13;13;13;13;13;13;13;13;13;13;13;13;13;13;13;13;13;13;13;13;13;13;13;13;13;13;13;13;13;13	41120489;41120489;41120489;41125386;41125386;41127894;41130123;41130123;41130123;41134998;41134998;41134998;41137388;41137388;41137388;41141388;41141388;41141388;41143422;41143422;41143422;41144677;41144677;41144677;41146739;41146739;41146739;41148664;41148664;41151063;41151063;41151063;41151972;41151972;41151972;41165506;41165506;41165506;41174971;41174971	41121931;41121931;41121931;41125508;41125505;41127968;41130254;41130254;41130254;41135146;41135146;41135146;41137554;41137554;41137554;41141699;41141699;41141699;41143589;41143589;41143589;41144848;41144848;41144848;41146871;41146871;41146858;41148743;41148743;41151184;41151184;41151184;41152026;41152026;41152026;41165834;41165834;41165834;41175075;41175075	-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-	3565	184	167	222	272	194	290	164	210	189	211	268	290
ENSMUSG00000021362	13;13;13;13;13	41196796;41199938;41200780;41201018;41205234	41199058;41200063;41200892;41201270;41205357	-;-;-;-;-	2879	0	2	2	0	0	2	0	1	0	2	1	0
ENSMUSG00000038651	13;13;13;13;13;13;13;13;13;13;13;13;13;13;13;13;13;13;13;13;13;13;13;13;13;13;13;13;13;13;13;13;13;13;13;13;13;13;13;13;13;13;13;13;13;13;13;13;13;13;13;13	41209676;41213380;41213603;41218792;41219390;41224795;41225142;41225201;41229323;41229323;41230441;41230441;41233267;41233267;41234036;41234036;41237077;41237077;41237274;41237274;41238817;41238817;41241395;41241395;41241924;41241924;41244165;41244304;41245847;41248000;41248059;41248757;41248800;41248800;41250888;41250888;41252660;41252803;41258435;41258441;41258441;41258663;41258663;41258663;41266840;41266840;41266840;41267462;41268013;41269190;41269567;41269767	41209796;41213517;41213722;41218896;41219414;41224880;41225230;41225230;41229357;41229357;41230583;41230583;41233319;41233319;41234081;41234081;41237169;41237169;41237334;41237334;41238965;41238962;41241488;41241488;41242019;41242027;41244220;41244382;41245895;41248203;41248203;41248849;41248849;41248849;41251014;41251014;41252780;41252886;41258514;41258514;41258514;41258732;41258732;41258732;41266931;41267053;41266914;41267482;41268116;41269281;41269666;41269847	+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+	3037	0	0	1	0	0	0	0	0	0	0	0	2
ENSMUSG00000021364	13;13;13;13;13;13;13;13;13;13;13;13;13;13;13;13	41277864;41277868;41282222;41282222;41282798;41282798;41285315;41285315;41287257;41287257;41290016;41290016;41292504;41292504;41315406;41315724	41280776;41280776;41282356;41282356;41282922;41282922;41285486;41285486;41287334;41287334;41290203;41290203;41292567;41292567;41315531;41315774	-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-	3852	3	1	3	3	5	2	1	3	5	2	2	1
ENSMUSG00000091264	13;13	41345229;41367935	41345683;41371943	+;+	4464	559	607	659	636	585	593	521	575	532	551	695	599
ENSMUSG00000090853	13;13	41369172;41369285	41369181;41369346	-;-	72	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000021365	13;13;13;13;13;13;13;13;13;13;13;13;13;13;13;13;13;13;13;13;13;13;13;13;13;13;13;13;13	41405285;41405285;41405285;41405285;41409735;41409735;41409735;41409735;41411143;41411143;41411143;41411143;41413231;41413231;41413231;41413231;41413813;41413813;41413813;41413813;41433946;41433946;41433946;41433946;41449540;41454222;41521230;41521230;41582526	41407539;41407539;41407539;41407539;41409824;41409824;41409824;41409824;41412384;41412384;41412384;41412384;41413332;41413332;41413332;41413332;41413914;41413914;41413914;41413914;41434389;41434389;41434389;41434389;41449551;41454370;41521241;41521393;41582689	-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-	4724	4908	4644	5636	5338	4702	4140	4597	3926	4623	4354	4987	4168
ENSMUSG00000090586	13;13	41455340;41465805	41455499;41466277	+;+	633	0	1	2	1	1	1	0	2	3	1	0	0
ENSMUSG00000092835	13	41673278	41673443	-	166	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000087370	13;13;13	41701585;41723347;41729825	41701681;41723517;41736716	+;+;+	7160	1512	1412	1408	1326	1489	1242	1229	1241	1440	1242	1343	1230
ENSMUSG00000054258	13;13	41749014;41750922	41749087;41752146	+;+	1299	23	30	32	9	16	5	12	6	24	13	3	2
ENSMUSG00000058022	13;13;13;13;13;13;13;13;13;13;13;13;13;13;13;13;13;13	41858517;41859502;41862705;41862705;41872877;41872877;41872882;41909584;41909584;41909584;41911507;41911507;41911507;41923512;41923512;41923512;41942811;41942860	41860161;41860161;41862856;41862856;41872992;41872992;41872992;41909685;41909685;41909685;41911641;41911641;41911641;41923822;41923754;41923754;41942857;41943053	-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-	2702	51	41	34	24	35	28	39	23	55	24	40	50
ENSMUSG00000085759	13;13	41896152;41896838	41896412;41897164	+;+	588	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000089035	13	41997020	41997123	+	104	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000021366	13;13;13;13;13;13;13;13;13	42147390;42150769;42218529;42249749;42258720;42259586;42262931;42276801;42278761	42147459;42150911;42218582;42255687;42258853;42259761;42263032;42277300;42280395	+;+;+;+;+;+;+;+;+	8753	2965	2772	3535	3344	3428	2738	2694	2598	3144	2594	3202	2780
ENSMUSG00000021367	13;13;13;13;13	42396639;42398926;42400315;42400624;42402146	42397327;42399094;42400473;42400737;42403358	+;+;+;+;+	2344	1948	1853	2290	1149	1403	1339	1134	1149	1619	1602	1448	1561
ENSMUSG00000054728	13;13;13;13;13;13;13;13;13;13;13;13;13;13;13;13;13;13;13;13;13;13;13;13;13;13;13;13;13;13;13;13;13;13;13;13;13;13;13;13;13;13;13;13;13;13;13;13;13;13;13;13;13;13;13;13;13;13;13;13;13;13;13;13;13;13;13;13;13;13;13;13;13;13;13;13;13;13;13;13;13;13;13;13;13;13;13;13;13;13;13;13;13;13;13;13;13;13;13;13;13;13;13;13;13;13;13;13;13;13;13;13;13;13;13;13;13;13;13;13;13;13;13;13;13;13;13;13;13;13;13;13;13;13;13;13;13;13	42775992;42776168;42776882;42778019;42778019;42778019;42778067;42778067;42804912;42804950;42805073;42805073;42805073;42805073;42805073;42961616;42962203;43051986;43051986;43051986;43051986;43051986;43051986;43051986;43051986;43051986;43132819;43132819;43132819;43132819;43132819;43132819;43132819;43152548;43152548;43152548;43152548;43152548;43152548;43152548;43154940;43154940;43154940;43173024;43173024;43173024;43173024;43173024;43173024;43173024;43190118;43190118;43190118;43190118;43190118;43190118;43190118;43192019;43192019;43192019;43192019;43192019;43192019;43192019;43207502;43218226;43218241;43218368;43218368;43218368;43218368;43218368;43218368;43218368;43218368;43221257;43221257;43221289;43222649;43222768;43222768;43223507;43223507;43223507;43223507;43223507;43223507;43223507;43223507;43223507;43223507;43223507;43223507;43223507;43228289;43228289;43228289;43228289;43228289;43228289;43228289;43228289;43228289;43228289;43228289;43228289;43228289;43228366;43229296;43229296;43229296;43229296;43229296;43229296;43229296;43229296;43229296;43229296;43229296;43229296;43229296;43229296;43229472;43230543;43230543;43230543;43230543;43230543;43230543;43230543;43230543;43230543;43230543;43230543;43230543;43230543;43230753;43233666	42776295;42776295;42777110;42778169;42778169;42778169;42778169;42778169;42805219;42805219;42805219;42805219;42805219;42805219;42805219;42961856;42962324;43052044;43052150;43052150;43052150;43052150;43052150;43054270;43052150;43052150;43132899;43132899;43132899;43132899;43132899;43132899;43132899;43152715;43152715;43152715;43152715;43152715;43152715;43152715;43155146;43155146;43155146;43173345;43173345;43173345;43173345;43173345;43173345;43173345;43190365;43190365;43190365;43190365;43190365;43190365;43190365;43192175;43192175;43192175;43192175;43192175;43192175;43192175;43207644;43218423;43218423;43218423;43218423;43218423;43218423;43218423;43218423;43218423;43218423;43221285;43221285;43221522;43222678;43222968;43222968;43223568;43223568;43223568;43223568;43223568;43223568;43223568;43223568;43223568;43223568;43223568;43223568;43223568;43228429;43228429;43228429;43228429;43228429;43228429;43228429;43228429;43228429;43228429;43228429;43228429;43228429;43228429;43229611;43229372;43229372;43229372;43229372;43229372;43229372;43229372;43229372;43229372;43229372;43229372;43229372;43229372;43229692;43230618;43230618;43230618;43230728;43230780;43230752;43230673;43233895;43230770;43230673;43230558;43230614;43233893;43230808;43233882	+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+	9611	1376	1443	2307	2482	1468	1775	1565	1927	1546	1695	2251	2289
ENSMUSG00000089710	13;13;13;13	42878061;42878427;42883220;42883461	42878215;42878668;42883336;42883627	-;-;-;-	681	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000085276	13	42963707	42964595	-	889	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000090135	13;13	43093880;43101062	43094165;43101436	+;+	661	0	0	0	1	0	0	1	0	1	1	0	0
ENSMUSG00000088527	13	43147517	43147779	-	263	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000087202	13;13;13	43213042;43217216;43221036	43215220;43217526;43221086	-;-;-	2541	0	0	0	0	0	0	0	1	0	0	0	0
ENSMUSG00000021368	13;13;13;13;13;13;13;13	43247113;43248439;43250058;43254632;43260648;43264143;43265171;43266698	43247349;43248568;43250203;43254769;43260835;43264223;43265316;43266728	-;-;-;-;-;-;-;-	1097	120	158	138	151	144	103	136	141	142	147	148	131
ENSMUSG00000051335	13;13	43290888;43398614	43296613;43399541	-;-	6654	978	856	890	946	931	826	845	880	803	865	909	796
ENSMUSG00000054021	13;13;13;13;13;13;13;13;13;13;13;13;13	43460882;43466079;43466088;43467201;43467201;43472064;43472064;43475042;43475042;43475869;43478478;43480867;43490106	43460913;43466237;43466237;43467334;43467334;43472289;43472289;43475951;43475129;43475922;43478601;43480982;43490571	+;+;+;+;+;+;+;+;+;+;+;+;+	2167	105	87	115	116	96	152	100	110	96	102	130	126
ENSMUSG00000063200	13;13;13;13;13;13;13;13	43493745;43494104;43494880;43495962;43496222;43496666;43496869;43497131	43494027;43494164;43494938;43495990;43496303;43496787;43496946;43498227	+;+;+;+;+;+;+;+	1811	1063	1116	1102	1100	1082	966	1000	949	1035	1081	1206	1100
ENSMUSG00000038546	13;13;13;13;13;13;13;13;13;13;13;13;13;13;13;13;13;13;13;13;13;13;13;13;13;13;13;13;13;13;13;13;13;13;13;13;13;13;13;13;13;13;13	43498042;43498042;43498042;43501981;43501981;43501981;43507780;43507780;43507780;43509352;43509352;43509352;43511694;43511694;43511694;43514945;43514945;43514945;43516580;43516580;43516580;43517920;43517920;43517920;43520399;43520399;43520399;43525817;43525817;43525817;43530183;43530183;43530183;43531459;43531459;43531459;43557081;43557081;43557081;43574237;43575781;43575781;43576247	43499058;43499058;43499058;43502092;43502092;43502092;43507931;43507931;43507931;43509473;43509473;43509473;43511838;43511838;43511838;43515135;43515135;43515135;43516688;43516688;43516688;43518032;43518032;43518032;43520583;43520583;43520583;43525839;43525839;43525839;43530350;43530350;43530350;43531511;43531511;43531511;43557192;43557192;43557192;43574261;43576342;43576078;43576297	-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-	3089	1714	1757	1733	1756	1580	1571	1379	1678	1668	1529	1568	1845
ENSMUSG00000065315	13	43521111	43521219	-	109	4	1	2	1	1	0	1	2	1	1	3	0
ENSMUSG00000021371	13;13;13;13;13;13;13;13;13	43635791;43639825;43641057;43644020;43644901;43646366;43646966;43650265;43655138	43637098;43639939;43641110;43644091;43644942;43646467;43647069;43650384;43655495	-;-;-;-;-;-;-;-;-	2275	776	774	711	830	774	630	643	683	644	669	722	658
ENSMUSG00000044164	13;13;13;13;13	43711079;43711352;43761127;43763129;43763129	43711436;43711436;43761191;43766314;43763435	+;+;+;+;+	3609	2	0	1	2	2	1	1	3	1	0	4	2
ENSMUSG00000015396	13;13;13;13;13;13;13;13;13	43880476;43880554;43880715;43892902;43892902;43894971;43894971;43896926;43896926	43880619;43880836;43880836;43893097;43893097;43895077;43895077;43898499;43898499	+;+;+;+;+;+;+;+;+	2238	633	577	690	554	1086	403	665	551	686	574	622	426
ENSMUSG00000089107	13	43968171	43968278	+	108	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000089815	13;13;13;13;13;13;13;13;13;13	44216536;44216663;44217423;44217423;44219603;44219603;44219841;44219841;44220005;44220023	44216810;44216810;44217566;44217566;44219756;44219756;44219945;44219945;44220548;44220548	+;+;+;+;+;+;+;+;+;+	1222	0	0	0	0	0	0	0	0	0	0	0	0
